# downsampled raw LIO trajectory
# t_rel	x	y	z
60.83860	-23.24190	32.92190	-0.92993
60.83860	-23.25460	33.16130	-0.91927
60.90390	-23.30380	33.37240	-0.90234
60.96950	-23.31830	33.58440	-0.89046
60.96950	-23.34390	33.83620	-0.87970
61.03400	-23.37190	34.06030	-0.87051
61.03400	-23.38840	34.28350	-0.85654
61.09900	-23.40990	34.49950	-0.84584
61.09900	-23.44090	34.72130	-0.83142
61.16400	-23.45200	34.91540	-0.82020
61.22950	-23.47830	35.14950	-0.80648
61.22950	-23.51320	35.36880	-0.79011
61.29410	-23.51810	35.58810	-0.77857
61.29410	-23.53810	35.81030	-0.76783
61.35970	-23.54840	36.04220	-0.75682
61.35970	-23.56490	36.26610	-0.74240
61.42500	-23.58480	36.48960	-0.73066
61.42500	-23.58590	36.74590	-0.71825
61.48960	-23.59090	36.94490	-0.71044
61.55500	-23.59950	37.17340	-0.69819
61.55500	-23.58910	37.42230	-0.69211
61.62050	-23.60670	37.64190	-0.67688
61.62050	-23.60510	37.87310	-0.66746
61.68500	-23.61540	38.12010	-0.65290
61.68500	-23.60250	38.32190	-0.64590
61.75050	-23.59310	38.56240	-0.63599
61.75050	-23.58900	38.79680	-0.62718
61.81600	-23.60590	39.00610	-0.61278
61.81600	-23.59280	39.23140	-0.60791
61.88050	-23.58520	39.51840	-0.59482
61.94610	-23.58720	39.75100	-0.58014
61.94610	-23.57970	39.96570	-0.56654
62.01100	-23.57320	40.25290	-0.55537
62.01100	-23.56430	40.48420	-0.54907
62.07610	-23.54970	40.70400	-0.53866
62.14360	-23.53340	41.00240	-0.52950
62.14360	-23.51760	41.23160	-0.51778
62.20650	-23.50200	41.45910	-0.50877
62.20650	-23.48900	41.71570	-0.50070
62.27630	-23.48190	41.95240	-0.48924
62.27630	-23.45320	42.16560	-0.48520
62.33650	-23.42200	42.42250	-0.48124
62.40200	-23.39440	42.67690	-0.46802
62.40200	-23.36120	42.90460	-0.46283
62.46700	-23.34400	43.14290	-0.45683
62.46700	-23.31170	43.40300	-0.45044
62.53200	-23.27420	43.60980	-0.44884
62.53200	-23.23880	43.85270	-0.44059
62.59750	-23.17950	44.13380	-0.43436
62.59750	-23.12520	44.38020	-0.43152
62.66250	-23.07970	44.61400	-0.42599
62.72760	-23.01200	44.87570	-0.42978
62.72760	-22.97740	45.10770	-0.42022
62.79300	-22.92600	45.33710	-0.41692
62.79300	-22.85290	45.62120	-0.41346
62.85750	-22.81820	45.86300	-0.40293
62.85750	-22.76840	46.09730	-0.40042
62.92300	-22.71000	46.35690	-0.39805
62.92300	-22.68610	46.57690	-0.38542
62.98850	-22.62660	46.82690	-0.38478
63.05300	-22.56280	47.13070	-0.37638
63.05300	-22.54250	47.37050	-0.36036
63.11800	-22.46890	47.61780	-0.35834
63.11800	-22.41310	47.89650	-0.35092
63.18350	-22.38180	48.14050	-0.34153
63.18350	-22.33190	48.37880	-0.33587
63.24850	-22.27750	48.62160	-0.32491
63.31350	-22.18880	48.93790	-0.32187
63.31350	-22.14860	49.17470	-0.31189
63.37910	-22.09120	49.41700	-0.30829
63.37910	-22.04300	49.65530	-0.29698
63.44400	-21.98170	49.89480	-0.29191
63.44400	-21.91910	50.13460	-0.28578
63.50900	-21.85580	50.39540	-0.27667
63.50900	-21.78480	50.63980	-0.27452
63.57450	-21.70250	50.88770	-0.26876
63.63910	-21.63240	51.11180	-0.26773
63.63910	-21.58020	51.37650	-0.25621
